d276c0cf-9c39-4afb-969b-ef3fff2f7d85,ProgressSoft,3863897315681873,DUBAI,9495733,2017-09-03 16:11:03.551882
b29f2a95-6e73-47d2-886e-47d19a9975c5,ProgressSoft,2221475207624653,DUBAI,5054346,2017-09-03 16:11:03.552181
016c7f2a-9ae8-4e2a-b524-0d14ec6468bb,ProgressSoft,1303080453179890,DUBAI,1930335,2017-09-03 16:11:03.552362
af4ea212-7682-4039-88df-18630f2cfc5a,ProgressSoft,9420572447899847,DUBAI,7573189,2017-09-03 16:11:03.552520
24a7669a-e117-4693-bbcd-6d8170a9b906,ProgressSoft,3463258435766292,DUBAI,8977394,2017-09-03 16:11:03.552669
30fd59db-6277-4279-b90d-c0fe047e734d,ProgressSoft,7044020933239812,DUBAI,2132845,2017-09-03 16:11:03.552805
a69e0f5b-cd61-48d2-b8b3-c5ed7509ba5a,ProgressSoft,8285204531880349,DUBAI,972254,2017-09-03 16:11:03.552940
3b017b58-36fd-4491-b890-0f82871fc940,ProgressSoft,7928343545652609,DUBAI,6404076,2017-09-03 16:11:03.553077
0142941a-9483-48f2-bb0b-656aab8585c7,ProgressSoft,8961673126823468,DUBAI,3557492,2017-09-03 16:11:03.553383
9137f462-2957-4df3-8088-c7696edaecf7,ProgressSoft,3793891621952920,DUBAI,2975638,2017-09-03 16:11:03.553563
35d88d5d-9eb4-4aba-b4a5-04affe457ab5,ProgressSoft,353842389052683,DUBAI,9267790,2017-09-03 16:11:03.553700
a77784f6-87f7-4b2a-b97e-6c11a2c796f8,ProgressSoft,3894679938499386,DUBAI,7835345,2017-09-03 16:11:03.553831
3859d972-ca26-40a4-a79a-f682f962d8d3,ProgressSoft,2989203040763149,DUBAI,4062474,2017-09-03 16:11:03.553957
d198a067-9dad-4897-b42d-2eb48aafc783,ProgressSoft,1710905422973678,DUBAI,5631703,2017-09-03 16:11:03.554084
aa85846d-11ec-4ba8-a943-0e5bf76d45c3,ProgressSoft,7123793771021619,DUBAI,1154261,2017-09-03 16:11:03.554208
74f0ce9a-6388-479c-a6b6-ed0b4548378b,ProgressSoft,2543847666643910,DUBAI,8250204,2017-09-03 16:11:03.554333
7e33c778-81bd-4232-ae63-e17a7ed78e6f,ProgressSoft,8726033879663404,DUBAI,8285958,2017-09-03 16:11:03.554461
dc656bba-3594-4e03-9bdd-4b0c0b102a12,ProgressSoft,6857685742036886,DUBAI,9298781,2017-09-03 16:11:03.554583
098af744-842a-44b2-9437-31fe7fb09da2,ProgressSoft,751385889590470,DUBAI,8157440,2017-09-03 16:11:03.554707
26b820f4-915f-4fe4-bc27-bae5839212af,ProgressSoft,9945026707845050,DUBAI,7847321,2017-09-03 16:11:03.554834
1b4152b3-b6b0-4f73-8854-1c657d8a6f22,ProgressSoft,5894905266367252,DUBAI,2207561,2017-09-03 16:11:03.554963
